uniprot_id,protein_info,accession_number,molecular_weight,Pool_1.mzML,Pool_2.mzML,Pool_3.mzML,Sample_01_0325.mzML,Sample_02_0147.mzML,Sample_03_4085.mzML,Sample_04_0039.mzML,Sample_05_5198.mzML,Sample_06_7066.mzML,Sample_07_0909.mzML,Sample_08_0348.mzML,Sample_09_7028.mzML,Sample_10_2119.mzML,Sample_11_6501.mzML,Sample_12_9999.mzML,Sample_13_1014.mzML,Sample_14_1059.mzML
P15586,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3,sp|P15586|GNS_HUMAN,62 kDa,256107600,258621900,281319400,376246800,57930470,140492600,233994400,192315700,106774600,140325200,442167700,318014700,71164590,1402045000,126327700,129253000,126286400
P15880,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,sp|P15880|RS2_HUMAN,31 kDa,208081100,208966200,182941400,166808300,161054200,157049100,172700400,151598700,188163400,82178860,421211600,250619300,176318500,204220200,99736180,183045900,328952900
P15924,sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,sp|P15924|DESP_HUMAN,332 kDa,67357920,71246750,67940020,22600710,14198900,23122670,16079410,194134700,21476360,130390700,61988710,24008200,498731100,19793700,14908180,26192910,43050280
P16070,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3,sp|P16070|CD44_HUMAN,82 kDa,315953600,400168100,372473600,427880900,745548000,228793000,297337300,330281800,870729400,106141600,561155900,375435500,310751700,188314300,124003100,234675700,397428000
P16104,sp|P16104|H2AX_HUMAN Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,sp|P16104|H2AX_HUMAN,15 kDa,5818787000,5914231000,5481931000,7252790000,3796979000,3334885000,4310278000,5056398000,9504350000,4097386000,6429017000,5860914000,6175123000,8176943000,5167593000,5947454000,5525985000
P16144,sp|P16144|ITB4_HUMAN Integrin beta-4 OS=Homo sapiens OX=9606 GN=ITGB4 PE=1 SV=5,sp|P16144|ITB4_HUMAN,202 kDa,4504840,3327931,5169596,5698589,5160919,1123529,6032112,10352130,1695028,1472328,3300128,1764205,2425631,2661696,8233565,16485620,6815138
P16150,sp|P16150|LEUK_HUMAN Leukosialin OS=Homo sapiens OX=9606 GN=SPN PE=1 SV=1,sp|P16150|LEUK_HUMAN,40 kDa,2842750,2973533,2031318,4693387,2143146,1606865,1357284,4400319,2797553,2787169,1387619,878179,2564703,5136825,1567397,2249189,997480
P16152,sp|P16152|CBR1_HUMAN Carbonyl reductase [0DPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3,sp|P16152|CBR1_HUMAN,30 kDa,1113289000,1144811000,1055888000,1194449000,1068513000,4039965000,469878600,970312800,2002739000,1722134000,840298700,1271322000,799249400,361103300,352934600,821538700,1141047000
P16157,sp|P16157|ANK1_HUMAN Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3,sp|P16157|ANK1_HUMAN,206 kDa,32517770,34828440,28823480,9166519,16290810,150159500,41907850,54383180,46396710,29568320,82222990,21323660,13793640,7724643,44328810,15907620,8560355
P16219,"sp|P16219|ACADS_HUMAN Short-chain specific acyl-CoA dehydroge0se, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1",sp|P16219|ACADS_HUMAN,44 kDa,82259200,79146250,85443260,86579030,25590580,106937700,45208290,144402400,39120500,535796800,60621690,61283490,19433150,51238360,23097220,47300860,72366900
P16278,sp|P16278|BGAL_HUMAN Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2,sp|P16278|BGAL_HUMAN,76 kDa,142658900,157952500,137724300,98951500,157456200,95077950,263091000,125295600,147270500,85653570,242159200,242920800,89264020,119735100,111402500,188783000,181473400
P16284,sp|P16284|PECA1_HUMAN Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2,sp|P16284|PECA1_HUMAN,83 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16298,sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP3CB PE=1 SV=2,sp|P16298|PP2BB_HUMAN,59 kDa,6455606,5459430,5456422,7058407,2651744,4864823,5152161,5638344,4537115,2134101,4454837,1587393,4187915,6536314,2791294,3988145,7515609
P16401,sp|P16401|H15_HUMAN Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3,sp|P16401|H15_HUMAN,23 kDa,387361700,381715200,400386100,538824400,265334500,133701100,271674400,545279300,838903100,195911500,405598300,551319800,45589670,706963000,138495500,390492600,379393700
P16403,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,sp|P16403|H12_HUMAN,21 kDa,412717600,339340600,299528800,369412500,135692800,206058100,215070800,296471500,949840400,439930400,506416500,361736700,304851200,743476600,170720100,482556300,212015400
P16435,sp|P16435|NCPR_HUMAN 0DPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2,sp|P16435|NCPR_HUMAN,77 kDa,4292478,4657730,2895378,4184711,2602404,4347651,5477954,2369292,5719431,20065070,4613201,5766932,3391596,3419824,1968745,1894659,5684747
P16615,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,sp|P16615|AT2A2_HUMAN,115 kDa,177610200,179242400,162809000,137230100,144637000,177932600,116396800,180909200,242558300,143396600,352944700,275872900,105339600,114212200,59425720,176180300,246458400
P16662,sp|P16662|UD2B7_HUMAN UDP-glucuronosyltransferase 2B7 OS=Homo sapiens OX=9606 GN=UGT2B7 PE=1 SV=2,sp|P16662|UD2B7_HUMAN,61 kDa,614875,2860176,690092,536332,1427972,2332882,330677,1785354,876181,35108560,787712,1839866,410432,884030,2505761,1753062,1619111
P16930,sp|P16930|FAAA_HUMAN Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,sp|P16930|FAAA_HUMAN,46 kDa,69492820,63593810,64248110,21888770,22564540,39532550,17660700,70362700,40872720,605251200,71493360,159623700,93612430,21789740,7309301,22568550,34066210
P16949,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,sp|P16949|STMN1_HUMAN,17 kDa,113296200,112439700,109382100,159053700,32514050,30332610,108380300,232571300,205661600,20900750,383558700,225193700,82171370,54140940,16388060,132583600,205934600
P17066,sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,sp|P17066|HSP76_HUMAN,71 kDa,1152553000,1121580000,1232362000,937414000,1272325000,1439029000,517219100,1378081000,1104402000,943529100,1911356000,1115139000,838729900,1641509000,353316100,979671100,1951408000
P17096,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,sp|P17096|HMGA1_HUMAN,12 kDa,16872240,23505870,24185840,52671970,44790950,1942846,10264990,9915487,40983040,1982314,8031605,47566840,29442460,11484570,25900470,6233974,30866520
P17174,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",sp|P17174|AATC_HUMAN,46 kDa,246159300,278153400,273076300,128492300,78835240,360033600,83784170,302888800,165478100,2030054000,233393500,116030300,139860400,181223300,64685260,109382800,226317500
P17480,sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1,sp|P17480|UBF1_HUMAN,89 kDa,23520940,25628820,24371690,33429570,12427250,13898630,26002140,30386980,35049360,16078710,52605970,29714640,27588020,25215610,11684000,26427330,47846700
P17612,sp|P17612|KAPCA_HUMAN cAMP-dependent protein ki0se catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,sp|P17612|KAPCA_HUMAN,41 kDa,6268808,4466847,10317570,10434600,9586717,20103420,2830358,3988298,9748608,12055750,13625630,12865660,2216379,7896302,5722748,13756710,4857015
P17661,sp|P17661|DESM_HUMAN Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3,sp|P17661|DESM_HUMAN,54 kDa,2177142000,2275279000,2326224000,148700900,119431000,97544860,64953280,14790210000,293301800,396047100,138118000,131578400,471177300,86234270,575523600,223832500,2144615000
P17812,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2,sp|P17812|PYRG1_HUMAN,67 kDa,2157496,3261725,2174027,3044859,4639676,1872126,2936159,2602256,5064821,3120064,28656080,7620129,4367779,2798690,3194666,2984310,6169125
P17844,sp|P17844|DDX5_HUMAN Probable ATP-dependent R0 helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,sp|P17844|DDX5_HUMAN,69 kDa,446489000,437754500,443348900,401065400,262547900,309750900,596101300,465527000,278499400,179963000,961854700,426531900,520163400,381722700,259707200,468258300,780886000
P17858,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructoki0se, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",sp|P17858|PFKAL_HUMAN,85 kDa,460879700,432571500,433842400,554379100,541273200,433696600,380088300,386934900,545820800,324928200,476550800,588916700,302710600,391121700,195339300,567270100,540104900
P17931,sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5,sp|P17931|LEG3_HUMAN,26 kDa,222408700,229753600,219909600,216474300,89060980,250308000,122299100,122738500,520686800,54888990,491464400,244067200,220772800,91221720,40945800,65106500,594678800
P17980,sp|P17980|PRS6A_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,sp|P17980|PRS6A_HUMAN,49 kDa,386585000,378440200,392840600,313425800,273659200,392851800,303340700,237710900,327553800,244431900,632544700,429494400,428854400,311305600,194366700,484045300,524387300
P17987,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,sp|P17987|TCPA_HUMAN,60 kDa,384737100,429194500,404772600,448441400,422337800,455191900,280904000,435512800,465736600,264449800,501667100,347676900,509270200,385948800,255346100,336238600,603879900
P18031,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,sp|P18031|PTN1_HUMAN,50 kDa,253368900,242249600,243143300,135450500,237264500,212586900,277073200,155125600,259277000,55371180,611722300,207733200,186571100,484075000,61571480,143244300,420553500
P18074,sp|P18074|ERCC2_HUMAN General transcription and D0 repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1,sp|P18074|ERCC2_HUMAN,87 kDa,9989345,9697217,11537470,6582594,9116845,19094810,10448080,7857626,8262916,3503174,17449770,6528668,12175020,8898660,3819172,6889749,26203300
P18077,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,sp|P18077|RL35A_HUMAN,13 kDa,85136860,78641940,73548340,57245390,75994740,79284450,75986900,157505300,71626930,62127580,81553350,85733070,68899760,84643430,41150230,84959900,140324000
P18084,sp|P18084|ITB5_HUMAN Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1,sp|P18084|ITB5_HUMAN,88 kDa,99063900,104133700,95550860,182968700,215091600,53771390,171747700,109989500,107269300,59167700,16788660,62514390,82483310,134165800,89700440,69631060,82910520
P18085,sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,sp|P18085|ARF4_HUMAN,21 kDa,467206600,478151400,456016300,272796400,566000900,461371800,428730200,443568100,455976300,252893600,2176779000,525687800,303836700,398945900,205800800,475383300,676604200
P18124,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,sp|P18124|RL7_HUMAN,29 kDa,628866200,696284600,654496700,626180500,563625800,726828700,483392000,846170400,608267800,472784800,1269161000,752232900,499134300,706587400,295930300,576048400,1137077000
P18206,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,sp|P18206|VINC_HUMAN,124 kDa,2399323000,2435960000,2399250000,1847524000,1958053000,1811660000,1011331000,5875888000,1806777000,1786538000,1557283000,1265037000,1034102000,1587446000,2299181000,2891534000,2525950000
P18428,sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3,sp|P18428|LBP_HUMAN,53 kDa,104589100,104475000,98872330,76948460,90247820,54562180,74668750,71558220,32605210,104080900,76302250,65391780,45981120,31760990,430173000,166322900,149407600
P18583,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4,sp|P18583|SON_HUMAN,264 kDa,7728775,6047232,7156451,5124618,2893309,2415959,7647117,4040679,3871270,2212030,13647500,10050410,4688916,5467186,3182054,8014383,7455325
P18621,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3,sp|P18621|RL17_HUMAN,21 kDa,65952900,70900120,62501960,52272660,52663760,63193100,52662600,68539180,71154590,30736180,106405300,67620310,62480420,70469310,29331500,57651340,145989000
P18669,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,sp|P18669|PGAM1_HUMAN,29 kDa,817006900,740034900,712847800,627721000,659781000,1282265000,719124200,761568700,704372100,569384200,519233300,752214700,534132200,750845000,484855900,647824900,832242600
P18754,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1,sp|P18754|RCC1_HUMAN,45 kDa,138569100,140552800,130423700,79838810,134538100,82304460,126598500,99834130,118586900,65396660,320171400,127864400,144644900,77249400,82149000,97808040,469412400
P19105,sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2,sp|P19105|ML12A_HUMAN,20 kDa,1288925000,1299651000,1404939000,1078688000,1431321000,1026891000,935368100,1078805000,1384633000,1179591000,1459787000,1379288000,802853600,1179938000,884584200,1852094000,1589235000
P19174,"sp|P19174|PLCG1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens OX=9606 GN=PLCG1 PE=1 SV=1",sp|P19174|PLCG1_HUMAN,149 kDa,19439450,24205200,21145770,30808620,15619220,21272470,13866390,13699190,20379370,7774683,82118160,18961540,34288400,10144270,7135118,25021210,31158360
P19338,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,sp|P19338|NUCL_HUMAN,77 kDa,2568437000,2743078000,2752539000,2674146000,2019937000,2629835000,2254134000,3608798000,3460636000,1225779000,5056486000,3455033000,3669514000,2077532000,1200737000,1996644000,4386734000
P19367,sp|P19367|HXK1_HUMAN Hexoki0se-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,sp|P19367|HXK1_HUMAN,102 kDa,571439700,597881500,604842000,919297700,800477100,504422100,364415500,703355100,713712400,199397100,852637000,502521600,391188700,593158100,331076200,549357200,863012400
P19474,sp|P19474|RO52_HUMAN E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1,sp|P19474|RO52_HUMAN,54 kDa,6737220,4859228,6544673,7457994,8360158,85180150,7631055,5525821,9472045,39248750,2729184,4874747,3627608,8549121,2789030,4196900,28555920
P19525,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded R0-activated protein ki0se OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",sp|P19525|E2AK2_HUMAN,62 kDa,35810540,34078260,28752740,25299080,52483600,43091800,44517960,38759610,33107220,15239440,36830600,24216100,30770180,25738090,18688830,41480240,47562970
P19623,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,sp|P19623|SPEE_HUMAN,34 kDa,254670800,251244100,242392200,201312200,253934200,199317400,71245580,128857700,297182600,97758010,499407300,204483100,257299800,289939900,124544800,260430200,696258600
P19652,sp|P19652|A1AG2_HUMAN Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2,sp|P19652|A1AG2_HUMAN,24 kDa,200480700,202993800,196069000,298163100,103219200,168656500,125734300,365752700,71491790,163939500,65433070,119064400,48547910,129267500,653049600,351864400,181815600
P19784,sp|P19784|CSK22_HUMAN Casein ki0se II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,sp|P19784|CSK22_HUMAN,41 kDa,14127800,10235060,9033516,10727650,3724797,15094170,13511960,10205210,7319975,18393710,39983830,19411250,10531710,8223247,6116088,11566740,11324930
P19823,sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2,sp|P19823|ITIH2_HUMAN,106 kDa,185757200,200109500,185778000,214156100,260039900,197940900,264557800,272767100,56298380,159074700,84238740,226798600,86609460,71071980,176075100,721862900,52515310
P19827,sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3,sp|P19827|ITIH1_HUMAN,101 kDa,479797400,556045700,471332600,598288700,282296500,445544900,834585100,649008100,146776200,381110500,127877000,534588600,518989400,256391800,741080600,1828534000,163321100
P19838,sp|P19838|NFKB1_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=2,sp|P19838|NFKB1_HUMAN,105 kDa,658014,479528,753147,0,869102,568613,872873,816723,1265536,0,450774,639547,580854,1387736,353947,952034,494944
P19971,sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2,sp|P19971|TYPH_HUMAN,50 kDa,978211400,1002912000,970977800,1238322000,1226035000,727866900,1055389000,755577000,1178742000,1025653000,165284500,457538900,487041300,2037065000,623394000,1071507000,815375900
P20020,sp|P20020|AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4,sp|P20020|AT2B1_HUMAN,135 kDa,4860002,4784387,6745873,12868150,5383253,1644713,2576470,2188221,2319183,2224175,4559467,6638043,7149477,2335291,2091679,6455691,4625897
P20042,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,sp|P20042|IF2B_HUMAN,38 kDa,155800500,145093400,159166900,122391500,94546620,101162900,93211000,110903100,199667900,97122310,363353600,182166100,91531430,86370340,56419670,156161500,271768600
P20073,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,sp|P20073|ANXA7_HUMAN,53 kDa,75486310,72869210,71956090,81855310,73460530,75484980,46415160,101371700,77284350,95092350,85954000,50461320,25854980,74335830,40800480,74879500,96038470
P20160,sp|P20160|CAP7_HUMAN Azurocidin OS=Homo sapiens OX=9606 GN=AZU1 PE=1 SV=3,sp|P20160|CAP7_HUMAN,27 kDa,13738320,16444330,14061470,4313502,83918960,4559677,75863610,41475370,959969,1874864,1333549,1120355,1581294,2099738,1339422,2935792,19058720
P20231,sp|P20231|TRYB2_HUMAN Tryptase beta-2 OS=Homo sapiens OX=9606 GN=TPSB2 PE=1 SV=2,sp|P20231|TRYB2_HUMAN,31 kDa,65192840,63370970,73947370,108962100,28339340,2118102,17350750,102617200,92946920,25468840,4682131,35746080,132166800,33311670,173045000,107952000,35813370
P20339,sp|P20339|RAB5A_HUMAN Ras-related protein Rab-5A OS=Homo sapiens OX=9606 GN=RAB5A PE=1 SV=2,sp|P20339|RAB5A_HUMAN,24 kDa,24082150,13610870,16375170,13815570,10351780,12883800,27468720,13025950,14987030,13198840,13963500,14259440,22229350,19910420,6169478,16855040,14416260
P20340,sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3,sp|P20340|RAB6A_HUMAN,24 kDa,20019190,20500080,18250360,10638320,20821290,33077680,11050600,40263130,11096480,12672650,22792120,10260600,23234880,15599650,7871174,19833920,29772350
P20591,sp|P20591|MX1_HUMAN Interferon-induced GTP-binding protein Mx1 OS=Homo sapiens OX=9606 GN=MX1 PE=1 SV=4,sp|P20591|MX1_HUMAN,76 kDa,103408700,110885600,110844700,163703100,344653000,102942800,134558500,112451000,57665590,20629640,10609310,8277962,51866350,20714620,54749650,421071000,46926710
P20592,sp|P20592|MX2_HUMAN Interferon-induced GTP-binding protein Mx2 OS=Homo sapiens OX=9606 GN=MX2 PE=1 SV=1,sp|P20592|MX2_HUMAN,82 kDa,38246700,39263060,35443590,47723770,75396680,33463840,15790370,23240950,51696530,15771540,5624426,32732480,12329260,18654880,26925680,75392870,115454100
P20618,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,sp|P20618|PSB1_HUMAN,26 kDa,517196400,497194700,546710800,565818300,309361400,459886900,394694500,597200500,818123600,446458600,685961700,422254300,410454500,588429400,314723800,546362800,707884200
P20645,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1,sp|P20645|MPRD_HUMAN,31 kDa,12897430,12795590,8599506,10652990,7087794,13766480,6264666,11654940,18023670,12481320,23845850,6327253,13911650,11537380,3100394,9102093,11502610
P20674,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2",sp|P20674|COX5A_HUMAN,17 kDa,33358000,31051570,31255980,27666680,20683420,32534590,23253170,57745100,22536110,43633500,34054920,43422120,27776550,42689310,10809650,14702830,54214100
P20700,sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2,sp|P20700|LMNB1_HUMAN,66 kDa,734386800,770945900,745641300,1039788000,594860300,744571300,577913400,846430500,1014369000,497777000,919334000,567594100,589157300,1094157000,462854400,983769200,614375700
P20702,sp|P20702|ITAX_HUMAN Integrin alpha-X OS=Homo sapiens OX=9606 GN=ITGAX PE=1 SV=3,sp|P20702|ITAX_HUMAN,128 kDa,11688610,12958030,15395310,28976160,30457420,8025813,13889450,15170110,20260740,7781378,3031446,3246543,3831125,31141260,7374782,9725057,2125134
P20774,sp|P20774|MIME_HUMAN Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1,sp|P20774|MIME_HUMAN,34 kDa,734548000,781512200,790138400,373584300,186953400,131728400,1314923000,1497735000,261630500,296842200,35306090,1222809000,930363600,785764300,1812710000,138837400,171252900
P20810,sp|P20810|ICAL_HUMAN Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4,sp|P20810|ICAL_HUMAN,77 kDa,51240610,49553040,58413130,64961200,12367510,23832240,32369010,75971550,57091290,35392530,38799720,55120120,77096370,48872280,52079830,45878650,46859570
